1460.000,4890.000,900.000
-3890.000,-1970.000,-420.000
-3200.000,-1950.000,-510.000
2140.000,-8280.000,790.000
2280.000,-9410.000,840.000
1680.000,-9790.000,910.000
950.000,-9800.000,920.000
560.000,-8540.000,1190.000
-3210.000,-5010.000,1920.000
